ScientificName;VernacularName;UUID
Falco peregrinus Tunstall, 1771;Wanderfalke;fb2a22db-cf62-46fa-a3b6-cae46a313a96
Cinclus cinclus (Linnaeus, 1758);Wasseramsel;edb28b3c-2eee-408c-be93-661510f71a77
Rallus aquaticus Linnaeus, 1758;Wasserralle;440dc5ee-051c-4565-b662-22487620dbff
Parus montanus Conrad von Baldenstein, 1827;Weidenmeise;d86502d3-3ab8-45f0-9ef1-a33d847d78ea
Chlidonias hybrida (Pallas, 1811);Weißbart-Seeschwalbe;ec8d7496-a8ae-4af2-9e70-57383c77dbbf
Chlidonias leucopterus (Temminck, 1815);Weißflügel-Seeschwalbe;cee9d9b6-aefe-4599-b135-39ce9900f17a
Dendrocopos leucotos (Bechstein, 1802);Weißrückenspecht;75f80dbe-a710-4016-bddd-87db66d39e0b
Ciconia ciconia (Linnaeus, 1758);Weißstorch;cbda5f83-0cdc-477e-9fbd-9733a7e3cea7
Branta leucopsis (Bechstein, 1803);Weißwangengans;1326a3c7-ae98-4e73-8807-d64c0f2f7f3e
Jynx torquilla Linnaeus, 1758;Wendehals;1a3ad040-5984-46c0-9ccb-69bc9a221640
Pernis apivorus (Linnaeus, 1758);Wespenbussard;8cdb50f5-528b-4910-bcda-17ff093c68b5
Upupa epops Linnaeus, 1758;Wiedehopf;c06fcf52-8aba-4eec-a379-9a3916575bc1
Anthus pratensis (Linnaeus, 1758);Wiesenpieper;f773bc65-ad22-4e2d-8455-f99b8dd544d8
Motacilla flava Linnaeus, 1758;Wiesenschafstelze;482aca4b-6bbb-4f80-9eae-76ba444f50b9
Circus pygargus (Linnaeus, 1758);Wiesenweihe;79b23799-8d50-43ec-9f55-b4668b9369cf
Regulus regulus (Linnaeus, 1758);Wintergoldhähnchen;1fc85b0a-3150-47ad-bfbe-7cda7115d2ec
Emberiza cirlus Linnaeus, 1766;Zaunammer;8bddfc3d-0c37-4ca3-a34c-473c74eda3b3
Troglodytes troglodytes (Linnaeus, 1758);Zaunkönig;ee9aded3-9173-4f55-9c7a-c59012d68df6
Caprimulgus europaeus Linnaeus, 1758;Ziegenmelker;7805202e-2bee-4ba1-9e15-cdd7df36eeb4
Phylloscopus collybita (Vieillot, 1817);Zilpzalp;7be0e721-bf45-4e3f-9514-2629425dce6c
Emberiza cia Linnaeus, 1766;Zippammer;1199b300-7437-498c-a4d7-202096d8a0e5
Carduelis citrinella (Pallas, 1764);Zitronenzeisig;c6ec158b-bd0e-4f6c-90cc-ce9ac0435bcf
Ixobrychus minutus (Linnaeus, 1766);Zwergdommel;eab782a5-8e4d-4984-85ae-a2627361bf9c
Hydrocoloeus minutus (Pallas, 1774);Zwergmöwe;d848732d-fc1c-4849-a991-6dac6bdd933b
Otus scops (Linnaeus, 1758);Zwergohreule;2f3ee361-3e3d-4022-bb59-1abb77bd56c9
Ficedula parva (Bechstein, 1792);Zwergschnäpper;a69e165d-cc7e-4fbd-a325-6db0b62db910
Sternula albifrons (Pallas, 1776);Zwergseeschwalbe;43b636d8-4144-462b-8b35-6a6d8ee6ceb8
Porzana pusilla (Pallas, 1776);Zwergsumpfhuhn;50682fce-7e61-4521-b32f-e7306cfec9e2
Tachybaptus ruficollis (Pallas, 1764);Zwergtaucher;de469d03-ce2d-4122-bd48-412e508b04a0
Tetrax tetrax (Linnaeus, 1758);Zwergtrappe;f6964128-0a5f-4989-823c-19de4a48dd02
Erinaceomorpha;Igelartige;d6058461-31ad-4af2-8e4c-1af782379a6f
Erinaceus roumanicus Barrett-Hamilton, 1900;Ostigel;adc1ed34-a207-4d8d-adef-9c9bccd34c75
Erinaceus europaeus Linné, 1758;Westigel;6b3c10a7-22bc-4270-929a-fc0c70d790a5
Soricomorpha;Spitzmausartige;0ed40e56-7204-4ece-978a-22af4f4a4fc9
Sorex alpinus Schinz, 1837;Alpenspitzmaus;38ec01cc-e3be-4ade-95d3-a5bcf80eb036
Crocidura leucodon (Hermann, 1780);Feldspitzmaus;6bf2b33b-c5c0-4418-aa7d-2d0c51c4fbb5
Crocidura suaveolens (Pallas, 1811);Gartenspitzmaus;12f02e70-2ca6-45f9-8642-364248817453
Crocidura russula (Hermann, 1780);Hausspitzmaus;36b90aaf-a352-4af2-9e87-602622452ec2
Talpa europaea Linné, 1758;Maulwurf;d02f5a1c-9539-4155-bae2-5599ff448aac
Sorex coronatus Millet, 1828;Schabrackenspitzmaus;39cea90f-59dd-4278-9986-e84b350d7966
Neomys anomalus milleri Mottaz, 1907;Sumpfspitzmaus;4bf19506-0d8a-4603-8e7d-bdcc5091d1a8
Sorex araneus Linné, 1758;Waldspitzmaus;a78c748d-2ec3-4364-bf27-46663c704c6c
Neomys fodiens (Pennant, 1771);Wasserspitzmaus;26740c49-7f77-4ff5-adbd-4eb8faae8cdc
Sorex minutus Linné, 1766;Zwergspitzmaus;e000500a-ddfa-481b-a52c-4f057a50f0f0
Chiroptera;Fledermäuse;4f673e8d-a656-4591-9f40-b536913fba02
Hypsugo savii (Bonaparte, 1837);Alpenfledermaus;588fc858-02d7-4865-8b14-08b95e3a5c36
Myotis bechsteinii (Kuhl, 1817);Bechsteinfledermaus;ac7c1cf4-8ec0-463d-86e0-e9315e2883c8
Plecotus auritus (Linné, 1758);Braunes Langohr;d76e44bc-727a-4c2d-a91e-9ab06bc18efd
Eptesicus serotinus (Schreber, 1774);Breitflügelfledermaus;c4ba7dd4-f9c7-4fe0-88cd-d274d7a24a56
Myotis nattereri nattereri (Kuhl, 1817);Fransenfledermaus;bdf0ed03-ee7b-4fc8-b3b7-fd59559017d4
Plecotus austriacus (J. Fischer, 1829);Graues Langohr;8330bdad-45f2-4115-b330-bdf6c39cb9c2
Myotis brandtii (Eversmann, 1845);Große Bartfledermaus;9a2940f0-1646-4406-905c-a30329d5b522
Rhinolophus ferrumequinum (Schreber, 1774);Große Hufeisennase;19e8bb14-45ba-41a0-8c1c-8cbe6bee8877
Nyctalus noctula noctula (Schreber, 1774);Großer Abendsegler;32e75877-9a43-4516-95c2-baed8684de49
Myotis myotis myotis (Borkhausen, 1797);Großes Mausohr;7612e857-813b-4b1e-bdd6-076f532ea8ff
Nyctalus leisleri (Kuhl, 1817);Kleinabendsegler;890a92c2-ee78-467b-9b1e-2e0dd61d9d15
Myotis mystacinus (Kuhl, 1817);Kleine Bartfledermaus;5fa9b457-28cb-4232-b9ad-e67ce15fe4aa
Rhinolophus hipposideros (Bechstein, 1800);Kleine Hufeisennase;82c0cdbb-7015-4d88-9404-4c67b390bf33
Miniopterus schreibersii (Kuhl, 1817);Langflügelfledermaus;ef9821a2-8da5-423f-82eb-165614f5d27c
Barbastella barbastellus barbastellus (Schreber, 1774);Mopsfledermaus;63f66530-42ee-4147-a0bf-d49e9cb3c65b
Pipistrellus pygmaeus (Leach, 1825);Mückenfledermaus;1341966b-58cb-4197-b362-da672216a1a2
Eptesicus nilssonii (Keyserling & Blasius, 1839);Nordfledermaus;c4dd36b2-b8c0-4d8f-abd0-9da7e48e1094
Myotis alcathoe von Helversen & Heller, 2001;Nymphenfledermaus;41d952f0-e23a-49bb-9d9c-0b48d71a14f3
Pipistrellus nathusii (Keyserling & Blasius, 1839);Rauhautfledermaus;39aee9f5-87fa-473d-9103-32644c060afa
Myotis dasycneme (Boie, 1825);Teichfledermaus;069492d2-9593-4769-8fda-084de30297e3
Myotis daubentonii (Kuhl, 1817);Wasserfledermaus;ca15391c-b4bb-4325-bde9-af27e3d32dcd
Pipistrellus kuhlii (Kuhl, 1817);Weißrandfledermaus;fb03c7b2-ceb2-4e0b-9ea0-c0ec0e3faa3a
Myotis emarginatus (E. Geoffroy, 1806);Wimperfledermaus;1a09dd33-9bd8-4059-b6bc-976bd8550970
Vespertilio murinus Linné, 1758;Zweifarbfledermaus;49818591-1b55-4604-94f9-1728b3945a91
Pipistrellus pipistrellus (Schreber, 1774);Zwergfledermaus;9e563d1d-fb97-4c5d-967d-99453e95d900
Lagomorpha;Hasenartige;ff215b91-dfb8-40c2-a029-bccd3c6949ee
Lepus europaeus Pallas, 1778;Feldhase;83a2bd1d-b604-41bf-b10f-4324d6d27b0a
Lepus timidus Linné, 1758;Schneehase;21fe3b6b-73a9-414d-97fd-fb599a38f777
Oryctolagus cuniculus (Linné, 1758);Wildkaninchen;ed625860-5644-4d1d-bd47-2f2ee9bf0260
Rodentia;Nagetiere;8e31e741-3ef7-46b0-ab7b-9cbbdf12b14c
Marmota marmota (Linné, 1758);Alpenmurmeltier;7873c600-cae9-4447-b03f-df8eda7e1e57
Apodemus alpicola Heinrich, 1952;Alpenwaldmaus;510a69bb-b016-452b-835e-ecb8eabdbd30
Dryomys nitedula (Pallas, 1778);Baumschläfer;3697c01e-adaa-4ebb-8d90-b5a5f168c0d7
Tamiops cf. swinhoei (Milne-Edwards, 1874);Baumstreifenhörnchen;b7e57ded-764d-4e95-98e6-ebca6b462797
Microtus liechtensteini bavaricus (König, 1962);Bayerische Kleinwühlmaus;db4b2a51-9cb5-4b22-bfa5-58e0be64e9af
Ondatra zibethicus (Linné, 1766);Bisam;48bd6a3f-6522-4a50-82dd-932b3f39022d
Apodemus agrarius (Pallas, 1771);Brandmaus;718cf989-a59a-4fa2-8125-7fb5bcdcbad2
Sciurus vulgaris Linné, 1758;Eichhörnchen;beb0f313-6c62-4e59-860a-f15ddbe33f23
Microtus agrestis (Linné, 1761);Erdmaus;b88d1a32-94d9-4b0f-8023-63e95c77219f
Castor fiber Linné, 1758;Europäischer Biber;dced60e1-69fd-4801-9e69-306181ab2fe8
Spermophilus citellus (Linné, 1766);Europäisches Ziesel;2aba4fa1-4943-41f3-bd2c-a221322987fa
Cricetus cricetus (Linné, 1758);Feldhamster;3d61a523-4963-47ea-8e7f-cfa37c2c8703
Microtus arvalis (Pallas, 1778);Feldmaus;573178a0-45c6-4e10-8bb8-f368b377952b
Eliomys quercinus (Linné, 1766);Gartenschläfer;7cdb0351-7490-49f6-81cd-986b0a3a85b6
Apodemus flavicollis (Melchior, 1834);Gelbhalsmaus;7d053f7e-5448-4114-b30d-9cd3992b0d03
Muscardinus avellanarius (Linné, 1758);Haselmaus;17deccac-54ac-45a4-ab62-46103704cbff
Rattus rattus (Linné, 1758);Hausratte;8a610787-1a95-471d-b7e4-bce734a03937
Mus domesticus helgolandicus Zimmermann, 1953;Helgoländer Hausmaus;2a61bb8c-7d5c-4d5c-a945-99adee369384
Castor canadensis Kuhl, 1820;Kanadischer Biber;234a9e0f-7e4b-4db0-9a0f-53f36d250154
Microtus subterraneus (De Selys-Longchamps, 1836);Kleinwühlmaus;a41df2ac-d00d-4ca2-a87d-7d897a8eaa57
Myocastor coypus (Molina, 1782);Nutria;46091879-b411-4817-8df7-e9da90ae87a7
Mus musculus Linné, 1758;Östliche Hausmaus;18f52cf4-c491-44e5-b374-8a44c0f43636
Arvicola amphibius (Linné, 1758);Ostschermaus;a429ae11-3fd5-43cf-a95f-4db734dfc587
Myodes glareolus (Schreber, 1780);Rötelmaus;1f53bf87-77f6-4ae4-a76d-2a3a596aa289
Chionomys nivalis (Martins, 1842);Schneemaus;e4fcd21f-c4c5-4a8d-8efd-caff6c5a232b
Eutamias sibiricus (Laxmann, 1769);Sibirisches Streifenhörnchen;93b7b887-d465-4033-827e-d973d95b6699
Glis glis (Linné, 1766);Siebenschläfer;9627579f-8b09-4cbd-854e-b88bc74b3f0a
Tamias striatus (Linné, 1758);Streifen-Backenhörnchen;9d167234-8b54-4bdc-8c14-ffdef3819545
Alexandromys oeconomus (Pallas, 1776);Sumpfmaus;87161bd5-ba9a-419c-91f8-7f6d11f2694d
Sicista betulina (Pallas, 1779);Waldbirkenmaus;fbfa0d96-d0f0-43d5-bf2f-9c6c475166b2
Apodemus sylvaticus (Linné, 1758);Waldmaus;3f85856b-ccf1-49cb-bc77-74e6d432073d
Rattus norvegicus (Berkenhout, 1769);Wanderratte;911030cd-adb5-44cf-b412-ac812180e17f
Mus domesticus domesticus E. Schwarz & H.K. Schwarz, 1943;Westliche Hausmaus;f713b251-fa8e-4554-8740-9826d4556ec5
Micromys minutus (Pallas, 1771);Zwergmaus;9d7507e2-cb47-472b-bf13-058e45a6d3f0
Carnivora;Raubtiere;314312a0-a97b-470e-859b-2868af3b103d
Halichoerus grypus atlanticus Nehring, 1886;Atlantische Kegelrobbe;1eedabd0-9e23-4ad8-8d18-510905aa1d95
Halichoerus grypus grypus (Fabricius, 1791);Baltische Kegelrobbe;a55f437d-200a-4943-aeeb-31240a1befe2
Martes martes (Linné, 1758);Baummarder;523986ac-7fed-4cbd-a832-84b3ef6a7059
Ursus arctos Linné, 1758;Braunbär;9cae61e9-1348-4c3d-8802-89ba301fab93
Meles meles (Linné, 1758);Dachs;58f2be36-c721-4504-ba66-a73d90be5d76
Mustela lutreola (Linné, 1761);Europäischer Nerz;02d00049-6c1d-4ac8-9960-d78d67130307
Lutra lutra (Linné, 1758);Fischotter;76f22e30-7038-4569-9dce-b3b0afd806fe
Vulpes vulpes (Linné, 1758);Fuchs;6834f065-7845-4987-b310-ed997251730f
Canis aureus Linné, 1758;Goldschakal;20d56733-5da9-4147-95a8-4727cdcc210f
Felis catus Linné, 1758;Hauskatze;4ddfb398-1ddb-421b-bc77-a651221a0a4b
Mustela erminea Linné, 1758;Hermelin;e406781c-6dfb-41d0-8e6f-633b63544d92
Mustela putorius Linné, 1758;Iltis;40156b3e-9e12-4a04-9099-1d2778e0e444
Lynx lynx (Linné, 1758);Luchs;a39363ee-ae06-49ca-96b7-a75539f5be9f
Nyctereutes procyonoides (Gray, 1834);Marderhund;1cf161d1-eb7a-4ce4-a800-47aeeb63991f
Mustela nivalis Linné, 1766;Mauswiesel;e6cfdf24-e42a-43f9-8788-db7814da89d9
Neovison vison (Schreber, 1777);Mink;ad54cf29-db00-47c4-bfef-ab8868074287
Phoca vitulina vitulina Linné, 1758;Seehund;c352680d-5766-4958-811a-ca5b7c27331f
Martes foina (Erxleben, 1777);Steinmarder;3e2ae21f-7289-4ac2-9e14-5df089d299d0
Mustela eversmanii Lesson, 1827;Steppeniltis;1d85f849-ece7-4f2e-af0f-26d6cfcd910d
Procyon lotor (Linné, 1758);Waschbär;6a9a6cf3-8888-488c-ad2a-9bd200803d39
Felis silvestris silvestris Schreber, 1777;Wildkatze;d1a2434d-cf01-4666-be52-a33910856f50
Canis lupus Linné, 1758;Wolf;aa0920fe-cec7-4192-a809-f405252a22fd
Primates;Primaten;d071cf51-0577-4b8d-be78-84edef2b0c1b
Homo sapiens Linné, 1758;Mensch;0feec1ed-fcb4-46d9-ad93-2ebb1fd6a956
Ungulata;Huftiere;168d1c3b-cd92-4e6e-b4f1-bfc62de15429
Bos primigenius Bojanus, 1827;Auerochse;010f8914-f20c-4d4f-8e8e-dd38e01c63fa
Dama dama (Linné, 1758);Damhirsch;10e37674-f92d-4624-9db9-7d0ce8060f2b
Alces alces (Linné, 1758);Elch;023f9fa6-c2e2-4165-b2c8-8e5e6472823d
Rupicapra rupicapra (Linné, 1758);Gämse;d244fd5d-6d91-4dda-9309-009df7559616
Ovis orientalis Gmelin, 1774;Mufflon;481e7931-3773-420b-a438-ed6e3b99d969
Capreolus capreolus (Linné, 1758);Reh;31597c48-6122-417c-9d57-f7ddc9aa5a63
Cervus elaphus Linné, 1758;Rothirsch;e1e5abef-5d98-46c9-ba5b-ae1909e3091d
Cervus nippon Temminck, 1838;Sikahirsch;2a233977-1deb-4515-9d49-e5375527f955
Capra ibex Linné, 1758;Steinbock;66d8ad46-8f4f-4df2-a39d-0bc7e7a2fe8c
Equus ferus Boddaert, 1785;Wildpferd;af133bd3-7d2c-4457-a039-222389404f06
Sus scrofa Linné, 1758;Wildschwein;ee93999b-c3c7-4a9a-a2a0-d4e5c7a9989b
Bison bonasus (Linné, 1758);Wisent;85761189-c67b-4afe-8d4f-f268257aa336
